tick,season,season_tick,total_food,agent_a_energy,agent_b_energy,agent_a_hunger,agent_b_hunger,agent_a_fear,agent_b_fear,agent_a_curiosity,agent_b_curiosity,agent_a_stress,agent_b_stress,agent_a_fatigue,agent_b_fatigue,agent_a_social,agent_b_social,agent_a_food_eaten,agent_b_food_eaten,agent_a_pathways,agent_b_pathways,agent_a_generation,agent_b_generation,distance
31200,Autumn,200,2808.5,148.91,85.58,0.0,0.009,0.808,0.997,0.0,0.0,0.0,0.0,1.0,0.0,0.161,0.164,1558,354,971,386,17,20,15.13
31300,Autumn,300,2780.4,144.39,103.17,0.0,0.0,0.552,0.989,0.0,0.0,0.0,0.0,1.0,0.0,0.207,0.208,1616,374,977,399,17,20,32.31
31400,Autumn,400,2725.1,150.0,92.97,0.0,0.0,0.516,0.947,0.0,0.0,0.0,0.0,1.0,0.0,0.285,0.286,1705,395,979,415,17,20,35.38
31500,Winter,0,2707.3,136.79,92.58,0.0,0.0,0.427,0.914,0.0,0.0,0.0,0.0,1.0,0.0,0.174,0.175,1742,413,979,428,17,20,39.82
31600,Winter,100,2627.9,145.24,110.96,0.0,0.0,0.468,0.942,0.0,0.0,0.0,0.0,1.0,0.0,0.118,0.119,1759,432,984,446,17,20,34.93
31700,Winter,200,2543.9,89.69,97.12,0.0,0.0,0.436,0.907,0.0,0.0,0.0,0.0,1.0,0.0,0.119,0.119,1801,450,984,464,17,20,38.01
31800,Winter,300,2473.5,95.84,96.26,0.018,0.0,0.436,0.925,0.0,0.0,0.0,0.0,1.0,0.0,0.102,0.102,1825,469,990,483,17,20,37.54
31900,Winter,400,2401.8,150.0,102.72,0.0,0.0,0.544,0.995,0.0,0.0,0.0,0.0,1.0,0.0,0.112,0.113,1846,488,1000,502,17,20,30.08
32000,Spring,0,2327.1,87.1,91.03,0.112,0.0,0.615,0.998,0.0,0.0,0.0,0.0,1.0,0.0,0.173,0.172,1872,507,1005,521,17,20,26.17
32100,Spring,100,2365.0,137.47,81.57,0.0,0.0,0.759,0.998,0.0,0.0,0.0,0.0,1.0,0.02,0.198,0.201,1910,528,1037,536,17,20,19.7
32200,Spring,200,2408.5,150.0,89.16,0.0,0.093,0.737,0.991,0.0,0.0,0.0,0.0,0.99,0.01,0.238,0.237,1963,544,1046,548,17,20,19.72
32300,Spring,300,2452.5,144.5,72.76,0.0,0.0,0.623,0.967,0.0,0.0,0.0,0.0,1.0,0.02,0.246,0.246,2002,567,1056,557,17,20,27.86
32400,Spring,400,2494.7,143.6,108.38,0.0,0.188,0.973,0.966,0.0,0.0,0.0,0.001,0.6,0.01,0.629,0.631,2037,587,1059,568,17,20,2.83
32500,Summer,0,2511.7,148.53,148.2,0.0,0.0,0.998,0.916,0.0,0.0,0.0,0.001,0.0,0.32,0.737,0.738,2067,632,1062,618,17,20,13.42
32600,Summer,100,2589.4,150.0,150.0,0.0,0.0,0.695,0.544,0.0,0.0,0.0,0.0,0.21,0.19,0.444,0.442,2098,661,1070,645,17,20,35.36
32700,Summer,200,2651.8,150.0,67.67,0.0,0.203,0.458,0.284,0.0,0.0,0.0,0.0,1.0,1.0,0.203,0.202,2160,678,1072,647,17,20,47.8
32800,Summer,300,2705.0,150.0,143.46,0.0,0.0,0.373,0.326,0.0,0.0,0.0,0.0,1.0,0.51,0.1,0.032,2233,23,1072,323,17,21,48.05
32900,Summer,400,2780.7,150.0,104.93,0.0,0.0,0.294,0.084,0.0,0.0,0.0,0.0,1.0,1.0,0.066,0.041,2285,42,1072,323,17,21,62.27
33000,Autumn,0,2853.3,148.13,97.99,0.0,0.009,0.47,0.396,0.0,0.308,0.0,0.0,1.0,0.02,0.029,0.001,2327,0,1072,161,17,22,49.65
33100,Autumn,100,2804.2,150.0,150.0,0.0,0.0,0.868,0.814,0.0,0.0,0.0,0.0,1.0,0.99,0.143,0.136,2404,29,1075,172,17,22,10.3
33200,Autumn,200,2749.7,150.0,109.99,0.0,0.0,0.47,0.315,0.0,0.0,0.0,0.0,1.0,1.0,0.208,0.201,2489,78,1083,188,17,22,49.34
33300,Autumn,300,2748.7,150.0,92.25,0.0,0.0,0.219,0.149,0.0,0.856,0.0,0.0,1.0,0.17,0.089,0.005,2535,4,1083,93,17,23,65.12
33400,Autumn,400,2740.6,108.35,47.81,0.151,0.453,0.5,0.042,0.0,0.0,0.0,0.008,0.44,1.0,0.048,0.017,2561,14,1088,98,17,23,64.35
33500,Winter,0,2723.1,111.66,103.37,0.0,0.0,0.554,0.117,0.0,0.0,0.0,0.0,0.27,0.56,0.035,0.018,2590,13,1090,58,17,24,60.75
33600,Winter,100,2649.8,150.0,82.08,0.0,0.097,0.262,0.178,0.0,0.0,0.0,0.006,1.0,1.0,0.029,0.023,2634,21,1091,60,17,24,54.08
33700,Winter,200,2580.3,97.46,82.31,0.0,0.025,0.9,0.436,0.0,0.0,0.0,0.005,0.17,1.0,0.055,0.053,2668,32,1097,62,17,24,37.01
33800,Winter,300,2499.5,150.0,117.45,0.0,0.0,0.958,0.742,0.0,0.0,0.0,0.005,0.4,1.0,0.107,0.108,2707,52,1108,69,17,24,16.4
33900,Winter,400,2386.7,150.0,150.0,0.0,0.0,0.633,0.803,0.0,0.0,0.0,0.004,0.41,0.84,0.325,0.318,2753,112,1111,133,17,24,29.07
34000,Spring,0,2302.4,150.0,85.31,0.0,0.043,0.575,0.974,0.0,0.0,0.0,0.004,1.0,0.0,0.179,0.178,2801,143,1111,164,17,24,26.93
34100,Spring,100,2347.5,147.57,93.14,0.0,0.016,0.425,0.881,0.0,0.0,0.0,0.003,1.0,0.0,0.182,0.181,2842,163,1116,184,17,24,42.0
34200,Spring,200,2405.6,121.39,90.9,0.0,0.0,0.197,0.685,0.0,0.0,0.0,0.003,1.0,0.0,0.101,0.1,2875,183,1116,198,17,24,54.08
34300,Spring,300,2457.4,77.39,108.96,0.09,0.0,0.197,0.668,0.0,0.0,0.0,0.003,1.0,0.0,0.068,0.067,2889,201,1116,215,17,24,53.82
34400,Spring,400,2499.7,58.28,102.04,0.35,0.0,0.212,0.747,0.0,0.0,0.0,0.003,1.0,0.0,0.051,0.051,2910,220,1118,234,17,24,49.52
34500,Summer,0,2533.7,149.77,100.1,0.0,0.0,0.48,0.968,0.0,0.0,0.106,0.002,1.0,0.0,0.063,0.063,2953,239,1120,252,17,24,34.48
34600,Summer,100,2624.1,150.0,99.47,0.0,0.0,0.595,0.982,0.0,0.0,0.096,0.002,1.0,0.0,0.083,0.084,2997,259,1120,272,17,24,26.17
34700,Summer,200,2686.3,150.0,89.39,0.0,0.047,0.967,0.996,0.0,0.0,0.087,0.002,0.97,0.0,0.315,0.321,3073,276,1120,289,17,24,9.85
34800,Summer,300,2727.4,147.3,82.22,0.0,0.0,0.978,0.998,0.0,0.0,0.079,0.002,0.8,0.0,0.639,0.646,3153,296,1124,308,17,24,4.47
34900,Summer,400,2779.0,148.69,83.42,0.0,0.0,0.491,0.865,0.0,0.0,0.071,0.002,0.66,0.0,0.617,0.614,3207,317,1125,325,17,24,38.95
35000,Autumn,0,2820.4,142.01,83.55,0.0,0.0,0.213,0.713,0.0,0.0,0.064,0.001,1.0,0.0,0.262,0.26,3263,336,1125,335,17,24,51.97
35100,Autumn,100,2796.9,141.66,104.94,0.0,0.207,0.593,0.943,0.0,0.0,0.058,0.001,1.0,0.01,0.159,0.159,3311,358,1125,347,17,24,25.81
35200,Autumn,200,2775.9,123.82,102.39,0.0,0.0,0.478,0.953,0.0,0.0,0.053,0.001,1.0,0.0,0.139,0.138,3361,377,1125,366,17,24,35.51
35300,Autumn,300,2771.7,76.76,88.95,0.112,0.05,0.324,0.814,0.0,0.0,0.048,0.001,1.0,0.0,0.093,0.093,3394,396,1125,379,17,24,45.19
35400,Autumn,400,2767.1,122.26,99.09,0.0,0.0,0.746,0.987,0.0,0.0,0.045,0.001,1.0,0.0,0.108,0.109,3419,414,1126,397,17,24,19.21
35500,Winter,0,2756.7,150.0,103.14,0.0,0.0,0.693,0.998,0.0,0.0,0.041,0.001,1.0,0.0,0.145,0.146,3453,432,1126,415,17,24,23.35
35600,Winter,100,2667.3,150.0,93.14,0.0,0.0,0.738,0.999,0.0,0.0,0.037,0.001,1.0,0.0,0.171,0.172,3504,452,1129,433,17,24,18.6
35700,Winter,200,2579.1,131.1,102.26,0.0,0.223,0.995,0.954,0.0,0.0,0.033,0.001,0.0,0.01,0.895,0.892,3544,473,1132,454,17,24,3.61
35800,Winter,300,2503.5,89.12,118.54,0.112,0.0,0.662,0.999,0.0,0.0,0.03,0.001,0.7,0.0,0.659,0.653,3569,500,1136,462,17,24,27.29
35900,Winter,400,2429.7,99.66,135.22,0.0,0.0,0.444,0.86,0.0,0.0,0.027,0.001,1.0,0.03,0.302,0.3,3591,536,1139,469,17,24,37.58
36000,Spring,0,2365.4,102.87,92.0,0.0,0.0,0.607,0.997,0.0,0.0,0.025,0.001,1.0,0.0,0.228,0.227,3606,557,1141,481,17,24,28.16
36100,Spring,100,2423.2,101.74,88.8,0.0,0.0,0.637,0.998,0.0,0.0,0.022,0.0,1.0,0.0,0.208,0.208,3627,579,1143,493,17,24,25.71
36200,Spring,200,2464.7,148.3,150.0,0.0,0.0,0.249,0.461,0.0,0.0,0.02,0.0,1.0,0.83,0.124,0.123,3661,627,1144,499,17,24,50.0
36300,Spring,300,2508.1,99.31,89.61,0.0,0.0,0.231,0.707,0.0,0.0,0.018,0.0,1.0,0.01,0.082,0.081,3687,657,1144,517,17,24,51.61
36400,Spring,400,2551.3,58.91,97.79,0.145,0.0,0.15,0.621,0.0,0.0,0.017,0.0,1.0,0.0,0.047,0.047,3700,680,1144,529,17,24,57.2
36500,Summer,0,2592.1,95.05,144.84,0.0,0.0,0.037,0.213,0.0,0.0,0.0,0.0,0.65,0.47,0.019,0.034,16,705,583,530,18,24,66.57
36600,Summer,100,2678.9,150.0,137.45,0.0,0.0,0.133,0.33,0.879,0.0,0.0,0.0,0.13,1.0,0.004,0.017,11,743,301,530,19,24,65.6
36700,Summer,200,2759.4,58.06,146.88,0.404,0.0,0.028,0.464,0.0,0.0,0.0,0.0,1.0,1.0,0.018,0.023,36,770,315,533,19,24,63.25
36800,Summer,300,2840.1,64.06,75.18,0.344,0.0,0.057,0.456,0.0,0.0,0.105,0.0,1.0,0.35,0.014,0.016,43,788,318,536,19,24,65.19
36900,Summer,400,2909.1,7.84,135.09,0.906,0.0,0.0,0.314,0.0,0.0,0.24,0.0,1.0,1.0,0.008,0.008,50,826,320,536,19,24,62.29
37000,Autumn,0,2960.8,78.46,58.57,0.197,0.388,0.108,0.453,0.0,0.0,0.0,0.0,0.94,0.69,0.023,0.025,31,851,176,536,20,24,61.72
37100,Autumn,100,2946.9,83.62,150.0,0.08,0.0,0.246,0.696,0.0,0.0,0.0,0.0,1.0,0.04,0.03,0.031,41,876,180,550,20,24,50.99
37200,Autumn,200,2945.3,33.48,148.06,0.631,0.0,0.0,0.364,0.0,0.0,0.013,0.0,1.0,0.65,0.025,0.026,50,912,182,552,20,24,70.04
37300,Autumn,300,2935.2,132.29,150.0,0.0,0.0,0.523,0.558,0.0,0.0,0.0,0.0,0.45,1.0,0.03,0.036,18,964,100,552,21,24,32.14
37400,Autumn,400,2935.0,113.15,100.34,0.0,0.0,0.467,0.943,0.0,0.0,0.0,0.0,1.0,0.0,0.066,0.068,36,979,102,558,21,24,35.36
37500,Winter,0,2902.1,104.8,104.71,0.0,0.0,0.302,0.768,0.0,0.0,0.0,0.0,1.0,0.33,0.074,0.074,47,1034,107,569,21,24,46.1
37600,Winter,100,2825.6,99.24,118.83,0.284,0.0,0.047,0.24,0.0,0.0,0.0,0.0,1.0,0.49,0.054,0.054,59,1059,111,574,21,24,63.98
37700,Winter,200,2747.3,86.54,89.16,0.0,0.115,0.108,0.28,0.0,0.0,0.0,0.0,1.0,1.0,0.042,0.042,69,1103,114,574,21,24,62.13
37800,Winter,300,2679.3,46.54,91.27,0.511,0.0,0.0,0.278,0.0,0.0,0.029,0.0,1.0,1.0,0.024,0.024,77,1130,120,576,21,24,66.22
37900,Winter,400,2611.2,9.84,85.49,0.878,0.023,0.003,0.718,0.0,0.0,0.092,0.0,1.0,0.53,0.022,0.022,87,1152,122,578,21,24,50.0
38000,Spring,0,2550.2,80.78,103.57,0.005,0.0,0.242,0.423,0.0,0.0,0.0,0.0,0.95,0.69,0.021,0.028,10,1172,68,587,22,24,49.98
38100,Spring,100,2618.7,93.45,143.94,0.0,0.0,0.112,0.374,0.0,0.0,0.0,0.0,1.0,0.73,0.03,0.032,20,1194,77,593,22,24,63.81
38200,Spring,200,2685.0,43.75,100.2,0.511,0.0,0.151,0.502,0.0,0.0,0.012,0.0,1.0,1.0,0.021,0.022,26,1231,81,593,22,24,52.7
38300,Spring,300,2730.9,96.22,103.03,0.0,0.0,0.171,0.636,0.0,0.0,0.013,0.0,1.0,0.09,0.044,0.044,40,1256,86,599,22,24,57.14
38400,Spring,400,2775.2,124.2,60.49,0.0,0.385,0.255,0.512,0.477,0.0,0.0,0.0,0.08,0.06,0.002,0.015,7,1278,47,611,23,24,58.18
38500,Summer,0,2815.1,149.77,148.65,0.0,0.0,0.469,0.734,0.0,0.0,0.0,0.0,1.0,0.73,0.064,0.069,35,1332,54,612,23,24,36.06
38600,Summer,100,2902.5,89.07,150.0,0.094,0.0,0.125,0.43,0.0,0.0,0.0,0.0,1.0,0.84,0.064,0.066,49,1378,58,614,23,24,60.42
38700,Summer,200,2950.6,148.35,150.0,0.0,0.0,0.631,0.809,0.0,0.0,0.0,0.0,1.0,1.0,0.105,0.105,80,1443,69,621,23,24,24.7
38800,Summer,300,2935.2,150.0,108.38,0.0,0.0,0.857,0.991,0.0,0.0,0.0,0.0,0.96,0.0,0.251,0.254,145,1483,133,626,23,24,13.15
38900,Summer,400,2968.2,148.41,107.47,0.0,0.0,0.589,0.998,0.0,0.0,0.0,0.0,1.0,0.0,0.275,0.274,194,1503,156,632,23,24,30.53
39000,Autumn,0,3002.0,150.0,90.57,0.0,0.0,0.408,0.87,0.0,0.0,0.0,0.0,1.0,0.0,0.194,0.193,247,1521,165,650,23,24,43.83
39100,Autumn,100,2990.1,68.05,111.71,0.058,0.0,0.232,0.699,0.0,0.0,0.0,0.0,1.0,0.0,0.108,0.108,269,1539,165,668,23,24,52.47
39200,Autumn,200,2976.9,84.76,94.1,0.137,0.0,0.193,0.683,0.0,0.0,0.0,0.0,0.63,0.0,0.024,0.061,12,1559,90,687,24,24,54.78
39300,Autumn,300,2964.5,145.38,94.37,0.0,0.0,0.356,0.759,0.0,0.0,0.0,0.0,0.24,0.0,0.011,0.036,10,1579,53,707,25,24,47.01
39400,Autumn,400,2949.3,92.52,150.0,0.236,0.0,0.237,0.615,0.0,0.0,0.0,0.0,1.0,0.16,0.046,0.055,29,1609,54,718,25,24,52.63
39500,Winter,0,2933.8,88.01,150.0,0.0,0.0,0.575,0.672,0.0,0.0,0.0,0.0,1.0,0.66,0.071,0.074,44,1668,56,718,25,24,28.86
39600,Winter,100,2857.9,80.71,149.2,0.154,0.0,0.24,0.383,0.0,0.0,0.0,0.0,1.0,0.46,0.065,0.066,57,1696,62,723,25,24,49.2
39700,Winter,200,2775.4,98.31,150.0,0.0,0.0,0.117,0.326,0.0,0.0,0.0,0.0,1.0,1.0,0.058,0.058,69,1742,66,725,25,24,59.91
39800,Winter,300,2687.5,144.98,147.62,0.0,0.0,0.242,0.447,0.0,0.0,0.0,0.0,0.3,1.0,0.011,0.034,19,1784,57,726,26,24,52.35
39900,Winter,400,2610.4,90.66,109.18,0.0,0.0,0.205,0.334,0.0,0.0,0.0,0.0,1.0,1.0,0.046,0.054,28,1826,62,734,26,24,57.01
40000,Spring,0,2546.9,79.11,143.13,0.006,0.0,0.376,0.608,0.0,0.0,0.011,0.0,1.0,0.99,0.038,0.041,39,1858,69,735,26,24,43.0
40100,Spring,100,2608.7,140.2,119.29,0.0,0.0,0.598,0.981,0.0,0.0,0.0,0.0,0.4,0.0,0.047,0.059,18,1874,54,740,27,24,29.07
40200,Spring,200,2617.5,133.0,95.22,0.0,0.0,0.503,0.979,0.0,0.0,0.0,0.0,1.0,0.0,0.098,0.102,70,1894,103,748,27,24,34.0
40300,Spring,300,2635.5,130.9,149.7,0.0,0.0,0.365,0.576,0.0,0.0,0.0,0.0,1.0,0.17,0.117,0.119,103,1931,126,763,27,24,44.78
40400,Spring,400,2679.1,78.77,150.0,0.015,0.0,0.487,0.866,0.0,0.0,0.0,0.0,1.0,0.06,0.078,0.078,116,1946,129,774,27,24,33.11
40500,Summer,0,2714.6,141.27,114.29,0.0,0.0,0.374,0.81,0.0,0.0,0.0,0.0,1.0,0.0,0.071,0.071,133,1975,136,780,27,24,43.97
40600,Summer,100,2791.6,138.09,150.0,0.0,0.0,0.302,0.471,0.0,0.0,0.0,0.0,1.0,0.45,0.087,0.087,168,2012,144,783,27,24,49.65
40700,Summer,200,2842.6,87.39,146.94,0.0,0.0,0.119,0.335,0.0,0.0,0.0,0.0,1.0,1.0,0.057,0.057,175,2067,146,787,27,24,60.96
40800,Summer,300,2902.1,150.0,94.07,0.0,0.0,0.247,0.467,0.761,0.0,0.0,0.0,0.09,0.45,0.002,0.028,9,2103,78,787,28,24,60.75
40900,Summer,400,2948.4,62.27,107.59,0.362,0.0,0.136,0.381,0.0,0.0,0.0,0.0,1.0,0.85,0.03,0.04,29,2154,90,787,28,24,55.01
41000,Autumn,0,2968.3,140.48,150.0,0.0,0.0,0.506,0.645,0.0,0.0,0.005,0.0,1.0,1.0,0.08,0.084,55,2237,104,787,28,24,35.06
41100,Autumn,100,2954.2,78.36,53.4,0.068,0.178,0.484,0.914,0.0,0.0,0.004,0.0,1.0,0.14,0.079,0.08,76,2272,111,787,28,24,35.36
41200,Autumn,200,2934.2,46.1,150.0,0.52,0.0,0.206,0.563,0.0,0.0,0.004,0.0,1.0,0.25,0.07,0.07,92,2303,117,796,28,24,48.92
41300,Autumn,300,2911.3,88.0,134.6,0.0,0.0,0.279,0.495,0.0,0.0,0.229,0.0,1.0,0.65,0.054,0.054,110,2349,128,804,28,24,51.08
41400,Autumn,400,2903.0,85.2,150.0,0.009,0.0,0.25,0.445,0.0,0.0,0.226,0.0,1.0,1.0,0.043,0.043,123,2406,133,804,28,24,51.11
41500,Winter,0,2834.1,149.58,148.59,0.0,0.0,0.931,0.959,0.0,0.0,0.205,0.0,0.94,0.89,0.231,0.239,158,2482,164,819,28,24,7.0
41600,Winter,100,2735.1,145.8,144.29,0.0,0.0,0.855,0.816,0.0,0.0,0.185,0.0,0.23,0.22,0.612,0.61,199,2504,207,825,28,24,24.7
41700,Winter,200,2658.9,97.22,119.06,0.0,0.0,0.958,0.49,0.0,0.0,0.168,0.0,0.0,1.0,0.289,0.289,209,2548,217,825,28,24,34.71
41800,Winter,300,2587.1,94.18,150.0,0.0,0.0,0.984,0.524,0.0,0.0,0.152,0.0,0.02,1.0,0.175,0.175,230,2575,231,827,28,24,31.91
41900,Winter,400,2518.4,111.25,112.64,0.118,0.0,0.805,0.314,0.0,0.0,0.137,0.0,0.01,1.0,0.124,0.124,250,2606,241,827,28,24,47.85
42000,Spring,0,2445.1,95.03,149.54,0.0,0.0,0.988,0.802,0.0,0.0,0.124,0.0,0.0,1.0,0.128,0.128,269,2637,260,827,28,24,15.13
42100,Spring,100,2503.0,103.63,147.33,0.0,0.0,0.749,0.279,0.0,0.0,0.112,0.0,0.0,1.0,0.118,0.118,288,2673,279,827,28,24,48.17
42200,Spring,200,2554.9,98.06,96.8,0.0,0.0,0.442,0.0,0.0,0.0,0.102,0.0,0.0,1.0,0.067,0.067,307,2691,297,827,28,24,68.41
42300,Spring,300,2590.7,89.41,147.85,0.0,0.0,0.767,0.43,0.0,0.0,0.092,0.0,0.0,0.12,0.036,0.008,326,7,316,413,28,25,44.18
42400,Spring,400,2623.6,107.73,110.63,0.0,0.0,0.861,0.382,0.0,0.0,0.083,0.0,0.0,1.0,0.057,0.047,344,32,334,419,28,25,40.01
42500,Summer,0,2660.7,93.93,134.47,0.0,0.0,0.911,0.431,0.0,0.0,0.075,0.0,0.0,1.0,0.077,0.074,362,48,352,422,28,25,39.0
42600,Summer,100,2740.3,92.25,142.35,0.0,0.0,0.919,0.432,0.0,0.0,0.068,0.0,0.0,1.0,0.085,0.084,380,72,370,425,28,25,37.54
42700,Summer,200,2798.6,147.45,108.51,0.0,0.0,0.342,0.099,0.0,0.0,0.062,0.0,0.61,1.0,0.072,0.071,424,92,384,425,28,25,61.27
42800,Summer,300,2874.5,150.0,3.51,0.0,0.837,0.555,0.111,0.0,0.0,0.056,0.156,0.95,1.0,0.025,0.024,455,108,386,425,28,25,37.64
42900,Summer,400,2929.7,110.36,79.54,0.068,0.19,0.596,0.105,0.0,0.0,0.05,0.0,0.27,0.97,0.038,0.03,486,16,399,212,28,26,61.52
43000,Autumn,0,2970.3,142.86,148.8,0.0,0.0,0.683,0.38,0.0,0.0,0.046,0.0,0.26,0.14,0.017,0.007,525,10,408,108,28,27,48.47
43100,Autumn,100,2960.8,109.68,80.61,0.0,0.0,0.675,0.233,0.0,0.0,0.041,0.008,0.0,1.0,0.028,0.025,545,18,421,110,28,27,53.6
43200,Autumn,200,2942.6,86.52,150.0,0.059,0.0,0.974,0.545,0.0,0.0,0.037,0.007,0.0,1.0,0.062,0.061,564,37,439,117,28,27,29.61
43300,Autumn,300,2931.7,145.68,50.49,0.0,0.476,0.523,0.097,0.0,0.0,0.034,0.006,0.22,1.0,0.061,0.06,595,51,452,122,28,27,57.94
43400,Autumn,400,2932.0,150.0,97.65,0.0,0.0,0.352,0.393,0.0,0.0,0.031,0.0,0.5,0.1,0.03,0.006,637,3,454,62,28,28,49.2
43500,Winter,0,2929.9,108.05,123.67,0.0,0.0,0.514,0.211,0.0,0.607,0.028,0.0,0.64,0.08,0.021,0.003,664,2,453,30,28,29,63.25
43600,Winter,100,2839.9,150.0,78.71,0.0,0.088,0.377,0.036,0.0,0.0,0.025,0.0,0.42,1.0,0.026,0.02,700,22,462,41,28,29,67.01
43700,Winter,200,2763.8,150.0,46.3,0.0,0.489,0.502,0.102,0.0,0.0,0.023,0.009,0.31,1.0,0.021,0.018,726,30,462,46,28,29,56.73
43800,Winter,300,2693.5,99.15,96.6,0.231,0.0,0.667,0.23,0.0,0.0,0.021,0.012,0.01,1.0,0.027,0.026,738,40,471,46,28,29,53.0
43900,Winter,400,2593.7,150.0,90.17,0.0,0.0,0.715,0.497,0.0,0.0,0.019,0.011,0.67,1.0,0.088,0.089,808,52,520,48,28,29,33.84
44000,Spring,0,2511.1,138.36,83.99,0.0,0.143,0.634,0.253,0.0,0.0,0.017,0.01,0.78,1.0,0.073,0.073,863,64,543,54,28,29,49.09
44100,Spring,100,2566.7,129.86,52.86,0.0,0.454,0.609,0.122,0.0,0.0,0.015,0.009,0.37,1.0,0.053,0.052,893,71,553,57,28,29,55.9
44200,Spring,200,2621.6,106.45,95.52,0.084,0.03,0.715,0.248,0.0,0.0,0.014,0.0,0.01,0.67,0.042,0.025,912,13,570,30,28,30,51.89
44300,Spring,300,2670.3,148.5,91.87,0.0,0.0,0.293,0.196,0.0,0.0,0.012,0.052,0.72,1.0,0.03,0.024,952,22,576,36,28,30,54.71
44400,Spring,400,2715.7,142.6,120.7,0.0,0.0,0.725,0.315,0.0,0.0,0.011,0.047,0.62,1.0,0.042,0.04,989,32,576,42,28,30,47.54
44500,Summer,0,2715.1,150.0,150.0,0.0,0.0,0.773,0.67,0.0,0.0,0.01,0.043,1.0,0.99,0.133,0.133,1062,59,627,56,28,30,24.41
44600,Summer,100,2735.7,109.78,148.47,0.0,0.0,0.992,0.61,0.0,0.0,0.009,0.039,0.0,1.0,0.2,0.2,1095,132,660,124,28,30,29.7
44700,Summer,200,2779.2,100.9,149.94,0.0,0.0,0.943,0.48,0.0,0.0,0.008,0.035,0.0,1.0,0.182,0.182,1111,194,676,159,28,30,38.64
44800,Summer,300,2842.2,105.14,114.03,0.0,0.0,0.844,0.369,0.0,0.0,0.008,0.032,0.0,1.0,0.11,0.11,1132,226,694,159,28,30,40.45
44900,Summer,400,2900.3,102.83,150.0,0.0,0.0,0.996,0.562,0.0,0.0,0.007,0.029,0.0,1.0,0.127,0.127,1150,274,711,160,28,30,31.14
45000,Autumn,0,2942.2,109.71,143.48,0.0,0.0,0.999,0.682,0.0,0.0,0.006,0.026,0.0,1.0,0.207,0.207,1183,326,716,176,28,30,25.5
45100,Autumn,100,2906.1,102.37,147.04,0.153,0.0,0.977,0.833,0.0,0.0,0.006,0.023,0.01,0.78,0.401,0.403,1200,382,730,201,28,30,18.11
45200,Autumn,200,2875.4,97.92,150.0,0.0,0.0,0.998,0.645,0.0,0.0,0.005,0.021,0.0,1.0,0.303,0.303,1220,431,745,234,28,30,26.93
45300,Autumn,300,2862.9,87.52,114.34,0.0,0.0,0.999,0.986,0.0,0.0,0.005,0.019,0.0,0.0,0.828,0.834,1244,451,757,250,28,30,5.0
45400,Autumn,400,2845.2,150.0,82.01,0.0,0.115,0.8,0.986,0.0,0.0,0.004,0.017,0.12,0.0,0.947,0.941,1288,464,774,263,28,30,21.21
45500,Winter,0,2808.8,136.88,108.81,0.0,0.0,0.734,0.997,0.0,0.0,0.004,0.016,0.58,0.0,0.563,0.564,1352,484,813,271,28,30,22.09
45600,Winter,100,2732.7,138.5,83.93,0.0,0.036,0.739,0.997,0.0,0.0,0.003,0.014,0.96,0.0,0.423,0.422,1382,502,817,288,28,30,21.38
45700,Winter,200,2655.7,104.41,133.89,0.0,0.0,0.684,0.998,0.0,0.0,0.003,0.013,1.0,0.04,0.353,0.352,1410,530,832,301,28,30,25.5
45800,Winter,300,2592.7,98.61,99.34,0.0,0.0,0.311,0.794,0.0,0.0,0.003,0.012,1.0,0.0,0.186,0.185,1431,554,834,309,28,30,47.43
45900,Winter,400,2522.5,96.05,110.39,0.0,0.0,0.487,0.94,0.0,0.0,0.003,0.011,1.0,0.03,0.118,0.118,1444,575,837,327,28,30,31.78
46000,Spring,0,2459.6,142.98,97.5,0.0,0.0,0.862,0.998,0.0,0.0,0.002,0.01,0.63,0.0,0.375,0.373,1461,593,844,343,28,30,16.16
46100,Spring,100,2530.4,146.73,85.39,0.0,0.112,0.808,0.988,0.0,0.0,0.002,0.009,0.15,0.0,0.684,0.682,1470,613,846,352,28,30,21.19
46200,Spring,200,2573.3,148.35,87.58,0.0,0.0,0.776,0.999,0.0,0.0,0.002,0.008,0.94,0.0,0.402,0.403,1510,633,860,366,28,30,18.36
46300,Spring,300,2611.3,118.4,150.0,0.0,0.0,0.294,0.579,0.0,0.0,0.002,0.007,1.0,0.89,0.211,0.211,1541,681,871,368,28,30,47.01
46400,Spring,400,2656.7,141.4,95.85,0.0,0.005,0.957,0.99,0.0,0.0,0.002,0.006,0.76,0.0,0.407,0.413,1574,702,880,373,28,30,7.81
46500,Summer,0,2685.8,150.0,128.41,0.0,0.0,0.811,0.998,0.0,0.0,0.001,0.006,0.22,0.0,0.645,0.645,1612,723,888,386,28,30,20.22
46600,Summer,100,2716.3,150.0,150.0,0.0,0.0,0.684,0.887,0.0,0.0,0.001,0.005,1.0,0.54,0.444,0.445,1702,784,888,393,28,30,22.47
46700,Summer,200,2755.7,145.41,109.87,0.0,0.0,0.491,0.948,0.0,0.0,0.001,0.005,1.0,0.0,0.286,0.285,1772,795,890,404,28,30,35.23
46800,Summer,300,2783.9,150.0,101.59,0.0,0.243,0.463,0.901,0.0,0.0,0.001,0.004,1.0,0.01,0.171,0.171,1828,815,890,423,28,30,36.67
46900,Summer,400,2826.7,139.23,102.55,0.0,0.0,0.299,0.78,0.0,0.0,0.001,0.004,1.0,0.0,0.113,0.113,1865,834,890,441,28,30,47.13
